vendor,product,idNo,insNo,link,material,tool,sfm,ipt00625,ipt01250,ipt01875,ipt02500,ipt03750,ipt05000,ipt07500,ipt10000,ipt15000,ipt20000,ipt30000,ipt40000,ipt50000,version
MariTool,Carbide 3 Flute High Helix Rougher,1011,,http://www.maritool.com/Cutting-Tools-End-Mills-Roughers-3-Flute-Carbide-45-deg-Helix/c78_79_93_198/index.html,0,Carbide Endmill,800,-1,0.0013,-1,0.0022,0.0038,0.005,0.007,0.009,-1,-1,-1,-1,-1,1
MariTool,Carbide 3 Flute High Helix Rougher,1011,,http://www.maritool.com/Cutting-Tools-End-Mills-Roughers-3-Flute-Carbide-45-deg-Helix/c78_79_93_198/index.html,1,Carbide Endmill,800,-1,0.0013,-1,0.0022,0.0038,0.005,0.007,0.009,-1,-1,-1,-1,-1,1
MariTool,Carbide 3 Flute High Helix Rougher,1011,,http://www.maritool.com/Cutting-Tools-End-Mills-Roughers-3-Flute-Carbide-45-deg-Helix/c78_79_93_198/index.html,4,Carbide Endmill,300,-1,0.0005,-1,0.0014,0.002,0.0035,0.005,0.0052,-1,-1,-1,-1,-1,1
MariTool,Carbide 3 Flute High Helix Rougher,1011,,http://www.maritool.com/Cutting-Tools-End-Mills-Roughers-3-Flute-Carbide-45-deg-Helix/c78_79_93_198/index.html,6,Carbide Endmill,450,-1,0.0009,-1,0.0018,0.0026,0.0045,0.006,0.0065,-1,-1,-1,-1,-1,1
MariTool,Carbide 3 Flute High Helix Rougher,1011,,http://www.maritool.com/Cutting-Tools-End-Mills-Roughers-3-Flute-Carbide-45-deg-Helix/c78_79_93_198/index.html,2,Carbide Endmill,700,-1,0.0013,-1,0.0022,0.0038,0.005,0.007,0.009,-1,-1,-1,-1,-1,1
