vendor,product,idNo,insNo,link,material,tool,sfm,ipt00625,ipt01250,ipt01875,ipt02500,ipt03750,ipt05000,ipt07500,ipt10000,ipt15000,ipt20000,ipt30000,ipt40000,ipt50000,version
OSG,EXOCARB®-Aero™-SUS 4-Flute Endmill,2047,,http://www.osgtool.com/_branding/books/800189ca/websearch/page0475.html,7,Carbide Endmill,80,-1,0.0003,0.0006,0.0008,0.001,0.0017,0.0025,0.0026,-1,-1,-1,-1,-1,1
OSG,EXOCARB®-Aero™-SUS 4-Flute Endmill,2047,,http://www.osgtool.com/_branding/books/800189ca/websearch/page0475.html,12,Carbide Endmill,305,-1,0.0001,0.0004,0.0006,0.0008,0.0022,0.0032,0.0036,-1,-1,-1,-1,-1,1
OSG,EXOCARB®-Aero™-SUS 4-Flute Endmill,2047,,http://www.osgtool.com/_branding/books/800189ca/websearch/page0475.html,13,Carbide Endmill,255,-1,0.0001,0.0004,0.0006,0.0008,0.0022,0.0032,0.0036,-1,-1,-1,-1,-1,1
OSG,EXOCARB®-Aero™-SUS 4-Flute Endmill,2047,,http://www.osgtool.com/_branding/books/800189ca/websearch/page0475.html,14,Carbide Endmill,235,-1,0.0001,0.0004,0.0006,0.0008,0.0022,0.0032,0.0036,-1,-1,-1,-1,-1,1
OSG,EXOCARB®-Aero™-SUS 4-Flute Endmill,2047,,http://www.osgtool.com/_branding/books/800189ca/websearch/page0475.html,22,Carbide Endmill,150,-1,0.0002,0.0005,0.0008,0.001,0.0023,0.0035,0.0042,-1,-1,-1,-1,-1,1
