vendor,product,idNo,insNo,link,material,tool,sfm,ipt00625,ipt01250,ipt01875,ipt02500,ipt03750,ipt05000,ipt07500,ipt10000,ipt15000,ipt20000,ipt30000,ipt40000,ipt50000,version
Melin,MVH Series 4-Flute,VHMG,,http://www.endmill.com/pages/catalogs/2008/pdf/138-141.pdf,1,HP Carbide Endmill,1200,-1,0.001,0.0015,0.002,0.003,0.004,0.006,0.008,-1,-1,-1,-1,-1,1
Melin,MVH Series 4-Flute,VHMG,,http://www.endmill.com/pages/catalogs/2008/pdf/138-141.pdf,15,HP Carbide Endmill,600,-1,0.001,0.0012,0.0015,0.0015,0.003,0.0045,0.006,-1,-1,-1,-1,-1,1
Melin,MVH Series 4-Flute,VHMG,,http://www.endmill.com/pages/catalogs/2008/pdf/138-141.pdf,4,HP Carbide Endmill,550,-1,0.001,0.0012,0.0015,0.0015,0.003,0.0045,0.006,-1,-1,-1,-1,-1,1
Melin,MVH Series 4-Flute,VHMG,,http://www.endmill.com/pages/catalogs/2008/pdf/138-141.pdf,6,HP Carbide Endmill,900,-1,0.001,0.0015,0.002,0.0025,0.003,0.0045,0.006,-1,-1,-1,-1,-1,1
Melin,MVH Series 4-Flute,VHMG,,http://www.endmill.com/pages/catalogs/2008/pdf/138-141.pdf,17,HP Carbide Endmill,500,-1,0.0004,0.0006,0.0008,0.0011,0.0015,0.003,0.0045,-1,-1,-1,-1,-1,1
Melin,MVH Series 4-Flute,VHMG,,http://www.endmill.com/pages/catalogs/2008/pdf/138-141.pdf,18,HP Carbide Endmill,200,-1,0.0003,0.0004,0.0005,0.00075,0.001,0.002,0.003,-1,-1,-1,-1,-1,1
Melin,MVH Series 4-Flute,VHMG,,http://www.endmill.com/pages/catalogs/2008/pdf/138-141.pdf,12,HP Carbide Endmill,400,-1,0.0005,0.00075,0.001,0.0015,0.002,0.0025,0.003,-1,-1,-1,-1,-1,1
Melin,MVH Series 4-Flute,VHMG,,http://www.endmill.com/pages/catalogs/2008/pdf/138-141.pdf,14,HP Carbide Endmill,300,-1,0.0005,0.00075,0.001,0.0015,0.002,0.0025,0.003,-1,-1,-1,-1,-1,1
Melin,MVH Series 4-Flute,VHMG,,http://www.endmill.com/pages/catalogs/2008/pdf/138-141.pdf,22,HP Carbide Endmill,300,-1,0.0005,0.00065,0.0008,0.0011,0.0015,0.0022,0.003,-1,-1,-1,-1,-1,1
